accx,accy,accz,grox,groy,groz,magx,magy,magz,count
-112,140,7208,71,649,-479,0,0,0,1328
-84,52,7188,77,658,-454,0,0,0,1329
-64,92,7084,36,683,-548,0,0,0,1330
-52,72,7156,4,660,-555,0,0,0,1331
-56,116,7064,52,687,-500,0,0,0,1332
-36,124,7076,78,747,-512,0,0,0,1333
-32,108,7104,89,670,-472,0,0,0,1334
-64,84,7076,125,690,-543,0,0,0,1335
-8,92,7092,13,720,-492,0,0,0,1336
-52,120,7104,55,651,-603,0,0,0,1337
-40,124,7040,73,674,-491,0,0,0,1338
-32,60,7100,34,708,-539,0,0,0,1339
-52,92,7104,29,663,-540,0,0,0,1340
-56,108,7124,23,717,-519,0,0,0,1341
-44,56,7132,97,678,-522,0,0,0,1342
-48,88,7200,82,660,-499,0,0,0,1343
-32,16,7188,94,721,-561,0,0,0,1344
-12,16,7140,94,703,-455,0,0,0,1345
-88,124,7048,59,678,-493,0,0,0,1346
0,72,7092,73,663,-482,0,0,0,1347
-48,112,7136,111,637,-532,0,0,0,1348
-88,164,7072,56,654,-469,0,0,0,1349
-88,108,7116,79,691,-576,0,0,0,1350
-4,112,7188,106,708,-498,0,0,0,1351
-36,108,7108,91,679,-550,0,0,0,1352
-48,148,7108,97,637,-496,0,0,0,1353
-4,100,7108,5,719,-519,0,0,0,1354
-64,64,7048,93,643,-522,0,0,0,1355
-16,56,7200,42,605,-547,0,0,0,1356
-16,80,7144,79,663,-508,0,0,0,1357
-40,120,7072,66,682,-569,0,0,0,1358
-32,64,7092,49,681,-555,0,0,0,1359
-48,120,7100,92,629,-508,0,0,0,1360
-72,68,7076,63,686,-488,0,0,0,1361
-28,52,7144,77,610,-543,0,0,0,1362
0,104,7156,66,677,-522,0,0,0,1363
-68,92,7092,18,691,-507,0,0,0,1364
36,80,7076,82,686,-499,0,0,0,1365
-64,88,7080,82,694,-576,0,0,0,1366
-32,64,7172,99,611,-477,0,0,0,1367
-84,112,7084,96,651,-602,0,0,0,1368
-48,96,7148,101,697,-491,0,0,0,1369
-36,136,7140,39,703,-510,0,0,0,1370
-20,96,7172,61,698,-521,0,0,0,1371
-48,104,7096,86,669,-548,0,0,0,1372
-36,52,7136,89,697,-540,0,0,0,1373
-48,108,7100,28,674,-488,0,0,0,1374
-44,112,7152,58,752,-548,0,0,0,1375
64,48,7180,104,711,-500,0,0,0,1376
-28,112,7140,118,649,-491,0,0,0,1377
-68,168,7088,71,708,-490,0,0,0,1378
-48,168,7132,85,717,-483,0,0,0,1379
-84,128,7056,66,689,-494,0,0,0,1380
-36,84,7112,55,684,-484,0,0,0,1381
-88,28,7060,81,674,-509,0,0,0,1382
-108,112,7116,106,691,-500,0,0,0,1383
-112,120,7152,23,663,-500,0,0,0,1384
-28,40,7100,127,672,-533,0,0,0,1385
8,104,7176,45,682,-524,0,0,0,1386
-36,56,7168,66,684,-480,0,0,0,1387
-44,92,7108,62,702,-538,0,0,0,1388
-96,104,7020,52,719,-502,0,0,0,1389
-32,112,7136,43,677,-479,0,0,0,1390
-64,160,7064,106,663,-541,0,0,0,1391
-32,44,7172,39,651,-525,0,0,0,1392
-20,64,7188,111,701,-481,0,0,0,1393
4,28,7208,61,628,-505,0,0,0,1394
8,68,7124,42,698,-521,0,0,0,1395
-64,112,7148,86,693,-561,0,0,0,1396
-60,84,7200,57,654,-511,0,0,0,1397
24,44,7076,100,653,-477,0,0,0,1398
-32,88,7188,44,661,-498,0,0,0,1399
-28,72,7096,52,634,-479,0,0,0,1400
-60,88,7148,30,690,-527,0,0,0,1401
-152,164,7164,54,703,-537,0,0,0,1402
-32,108,7104,123,644,-498,0,0,0,1403
-104,112,7140,52,670,-545,0,0,0,1404
-56,84,7108,47,719,-544,0,0,0,1405
-68,128,7120,75,655,-470,0,0,0,1406
-52,128,7180,51,689,-531,0,0,0,1407
-52,88,7108,94,663,-498,0,0,0,1408
-44,96,7056,73,682,-491,0,0,0,1409
-48,60,7080,104,665,-564,0,0,0,1410
-4,152,7068,82,675,-533,0,0,0,1411
-56,108,7148,66,671,-545,0,0,0,1412
-64,128,7132,52,672,-462,0,0,0,1413
-84,64,7036,92,738,-512,0,0,0,1414
-84,172,7148,130,691,-454,0,0,0,1415
-68,112,7112,91,655,-514,0,0,0,1416
-36,152,7008,61,715,-529,0,0,0,1417
-20,116,7104,70,634,-457,0,0,0,1418
0,88,7076,52,662,-530,0,0,0,1419
-60,108,7068,25,743,-543,0,0,0,1420
-4,80,7140,28,701,-513,0,0,0,1421
-56,64,7144,28,660,-530,0,0,0,1422
-20,84,7124,54,723,-461,0,0,0,1423
-44,108,7136,45,705,-553,0,0,0,1424
-16,108,7160,111,672,-454,0,0,0,1425
12,52,7104,77,689,-509,0,0,0,1426
-76,104,7168,63,691,-531,0,0,0,1427
-36,136,7080,68,651,-583,0,0,0,1428
-40,124,7124,104,715,-540,0,0,0,1429
-44,124,7156,18,679,-507,0,0,0,1430
4,108,7128,116,657,-453,0,0,0,1431
-80,124,7136,97,645,-486,0,0,0,1432
-24,92,7192,39,677,-539,0,0,0,1433
-56,96,7168,79,644,-506,0,0,0,1434
-60,116,7092,61,683,-541,0,0,0,1435
-96,40,7112,98,674,-517,0,0,0,1436
-8,112,7108,65,686,-561,0,0,0,1437
-56,60,7140,85,699,-522,0,0,0,1438
-68,112,7172,49,676,-505,0,0,0,1439
-24,148,7116,87,684,-485,0,0,0,1440
-60,68,7160,16,665,-485,0,0,0,1441
-76,96,7112,79,606,-481,0,0,0,1442
-88,100,7096,70,660,-533,0,0,0,1443
-44,80,7120,82,637,-503,0,0,0,1444
-60,100,7176,70,655,-474,0,0,0,1445
-16,92,7104,79,684,-540,0,0,0,1446
-44,132,7136,101,729,-562,0,0,0,1447
-12,80,7200,36,656,-552,0,0,0,1448
-40,84,7144,67,685,-494,0,0,0,1449
-28,136,7120,75,663,-474,0,0,0,1450
-76,100,7168,98,668,-523,0,0,0,1451
-56,112,7232,26,670,-513,0,0,0,1452
-48,112,7192,71,601,-550,0,0,0,1453
-68,56,7104,64,680,-536,0,0,0,1454
-28,112,7148,33,703,-482,0,0,0,1455
-48,84,7120,73,697,-540,0,0,0,1456
-40,108,7104,142,741,-498,0,0,0,1457
-24,56,7064,28,659,-464,0,0,0,1458
-16,52,7096,127,654,-526,0,0,0,1459
-36,140,7116,149,654,-533,0,0,0,1460
-56,64,7096,59,690,-511,0,0,0,1461
-48,96,7132,44,688,-543,0,0,0,1462
-104,80,7072,82,695,-533,0,0,0,1463
-48,148,7152,26,697,-531,0,0,0,1464
-76,196,7092,90,716,-477,0,0,0,1465
-60,96,7148,23,725,-477,0,0,0,1466
-68,132,7164,125,642,-530,0,0,0,1467
-104,80,7112,90,663,-550,0,0,0,1468
-60,108,7160,90,681,-524,0,0,0,1469
-140,108,7120,82,642,-487,0,0,0,1470
-76,88,7040,80,627,-485,0,0,0,1471
-40,120,7092,99,663,-499,0,0,0,1472
-24,48,7068,128,671,-501,0,0,0,1473
-72,104,7152,127,644,-524,0,0,0,1474
-40,112,7124,101,700,-553,0,0,0,1475
-16,112,7032,113,690,-557,0,0,0,1476
-60,108,7164,61,707,-503,0,0,0,1477
-24,68,7132,78,672,-548,0,0,0,1478
-56,84,7152,23,686,-538,0,0,0,1479
4,100,7036,79,694,-533,0,0,0,1480
-72,148,7092,123,665,-497,0,0,0,1481
-68,20,7080,68,681,-542,0,0,0,1482
-32,72,7136,113,644,-533,0,0,0,1483
4,128,7128,90,699,-530,0,0,0,1484
-12,92,7160,75,665,-491,0,0,0,1485
-36,156,7204,72,722,-484,0,0,0,1486
-60,92,7144,87,696,-477,0,0,0,1487
-32,88,7140,87,697,-555,0,0,0,1488
-84,92,7112,54,656,-551,0,0,0,1489
0,88,7112,96,663,-533,0,0,0,1490
-36,64,7064,135,679,-539,0,0,0,1491
-48,84,7076,76,678,-544,0,0,0,1492
-48,112,7108,69,701,-442,0,0,0,1493
-92,136,7132,60,678,-524,0,0,0,1494
-124,116,7136,8,696,-499,0,0,0,1495
-52,92,7176,62,679,-462,0,0,0,1496
-16,72,7068,67,683,-545,0,0,0,1497
-64,152,7092,62,648,-526,0,0,0,1498
-68,72,7128,63,651,-513,0,0,0,1499
-60,72,7064,39,673,-509,0,0,0,1500
-12,104,7160,117,672,-576,0,0,0,1501
-28,4,7072,78,755,-534,0,0,0,1502
32,88,7120,61,698,-479,0,0,0,1503
-16,72,7160,75,675,-549,0,0,0,1504
-56,72,7148,127,687,-507,0,0,0,1505
-44,112,7068,75,708,-517,0,0,0,1506
-76,36,7136,102,653,-555,0,0,0,1507
-12,96,7116,85,606,-556,0,0,0,1508
-16,84,7088,-3,678,-531,0,0,0,1509
-48,40,7064,84,734,-476,0,0,0,1510
-24,60,7156,69,657,-514,0,0,0,1511
-120,128,7128,25,705,-557,0,0,0,1512
-8,52,7084,63,756,-487,0,0,0,1513
-4,120,7160,75,659,-498,0,0,0,1514
-36,52,7152,125,760,-471,0,0,0,1515
-56,160,7172,73,663,-533,0,0,0,1516
-32,68,7120,43,686,-493,0,0,0,1517
-36,132,7172,41,703,-504,0,0,0,1518
-24,112,7112,45,710,-532,0,0,0,1519
-40,72,7092,10,722,-493,0,0,0,1520
-36,100,7116,68,718,-570,0,0,0,1521
-88,44,7048,80,683,-493,0,0,0,1522
-56,84,7184,52,689,-465,0,0,0,1523
-84,104,7104,104,695,-531,0,0,0,1524
-48,140,7172,47,688,-507,0,0,0,1525
-52,76,7124,82,673,-507,0,0,0,1526
-44,92,7060,52,721,-519,0,0,0,1527
-68,140,7084,80,663,-531,0,0,0,1528
-76,140,7152,73,678,-577,0,0,0,1529
-72,96,7060,169,648,-522,0,0,0,1530
-20,132,7200,93,704,-467,0,0,0,1531
-32,72,7072,124,690,-527,0,0,0,1532
-16,92,7068,31,724,-450,0,0,0,1533
-72,88,7096,87,653,-528,0,0,0,1534
16,100,7156,78,705,-550,0,0,0,1535
-44,80,7128,102,728,-529,0,0,0,1536
-52,136,7192,68,713,-524,0,0,0,1537
-48,188,7176,72,731,-545,0,0,0,1538
-44,124,7144,53,682,-473,0,0,0,1539
-80,68,7136,79,682,-503,0,0,0,1540
-84,140,7112,96,601,-550,0,0,0,1541
-80,36,7128,40,672,-507,0,0,0,1542
-44,100,7080,53,639,-483,0,0,0,1543
-8,108,7136,78,670,-534,0,0,0,1544
-48,84,7136,34,693,-446,0,0,0,1545
-80,108,7076,52,660,-538,0,0,0,1546
-52,84,7084,114,719,-536,0,0,0,1547
-32,156,7112,116,686,-545,0,0,0,1548
-60,88,7112,105,720,-492,0,0,0,1549
-60,136,7120,57,692,-484,0,0,0,1550
-64,104,7100,120,701,-545,0,0,0,1551
-32,76,7024,35,743,-614,0,0,0,1552
-76,48,7144,71,653,-538,0,0,0,1553
8,132,7128,73,707,-522,0,0,0,1554
-96,92,7108,84,640,-534,0,0,0,1555
-40,164,7156,26,640,-495,0,0,0,1556
-20,140,7100,68,740,-478,0,0,0,1557
-72,108,7128,87,665,-518,0,0,0,1558
-56,152,7100,133,673,-560,0,0,0,1559
-68,132,7172,46,685,-531,0,0,0,1560
-20,176,7116,54,658,-569,0,0,0,1561
4,96,7120,82,657,-538,0,0,0,1562
-8,116,7112,99,750,-517,0,0,0,1563
-28,40,7164,80,657,-507,0,0,0,1564
-76,120,7148,94,687,-531,0,0,0,1565
-40,84,7124,99,665,-524,0,0,0,1566
-52,116,7168,47,720,-446,0,0,0,1567
-40,68,7136,81,636,-499,0,0,0,1568
-4,96,7080,76,670,-552,0,0,0,1569
-16,116,7140,45,657,-536,0,0,0,1570
-20,40,7168,94,681,-518,0,0,0,1571
-40,72,7164,120,692,-538,0,0,0,1572
-64,108,7032,68,687,-482,0,0,0,1573
44,96,7108,108,677,-463,0,0,0,1574
-96,76,7132,137,694,-480,0,0,0,1575
-112,108,7112,101,701,-469,0,0,0,1576
4,56,7128,80,703,-580,0,0,0,1577
-76,52,7128,59,656,-485,0,0,0,1578
-80,88,7156,82,644,-530,0,0,0,1579
-40,64,7100,87,677,-499,0,0,0,1580
0,76,7160,55,662,-498,0,0,0,1581
-36,116,7076,91,688,-524,0,0,0,1582
-44,160,7180,52,725,-585,0,0,0,1583
64,224,7144,23,696,-543,0,0,0,1584
-100,220,7236,19,660,-558,0,0,0,1585
-112,-104,7084,52,716,-426,0,0,0,1586
-40,-72,7092,51,720,-477,0,0,0,1587
-140,20,7084,68,694,-562,0,0,0,1588
-104,64,7124,112,709,-499,0,0,0,1589
-80,96,7028,107,679,-475,0,0,0,1590
4,108,7016,100,686,-488,0,0,0,1591
-88,72,7012,149,644,-525,0,0,0,1592
-68,132,7176,151,665,-470,0,0,0,1593
16,152,7192,137,646,-445,0,0,0,1594
20,168,7152,63,686,-442,0,0,0,1595
8,140,7036,95,674,-454,0,0,0,1596
8,116,7160,101,703,-488,0,0,0,1597
-60,132,7136,76,624,-523,0,0,0,1598
-20,112,7196,82,691,-588,0,0,0,1599
-52,68,7152,67,684,-512,0,0,0,1600
-32,32,7188,47,672,-502,0,0,0,1601
-56,68,7092,87,667,-483,0,0,0,1602
-72,80,7052,70,646,-452,0,0,0,1603
-16,28,7076,66,651,-522,0,0,0,1604
-20,24,7188,43,697,-514,0,0,0,1605
-52,56,7164,28,722,-504,0,0,0,1606
-64,52,7100,62,639,-517,0,0,0,1607
-20,80,7080,82,705,-529,0,0,0,1608
-88,84,7072,63,673,-446,0,0,0,1609
-100,128,7120,70,658,-485,0,0,0,1610
-48,136,7152,116,673,-498,0,0,0,1611
-52,116,7184,78,736,-595,0,0,0,1612
-52,164,7068,109,700,-514,0,0,0,1613
-20,172,7140,80,628,-500,0,0,0,1614
-24,92,7172,67,672,-568,0,0,0,1615
-20,72,7128,115,676,-475,0,0,0,1616
-40,132,7164,66,656,-564,0,0,0,1617
-48,128,7152,73,685,-559,0,0,0,1618
-28,84,7064,46,671,-483,0,0,0,1619
-84,136,7120,82,725,-527,0,0,0,1620
-112,72,7168,79,650,-463,0,0,0,1621
-96,108,7008,78,690,-470,0,0,0,1622
-116,112,7088,91,671,-520,0,0,0,1623
-56,68,7272,30,672,-536,0,0,0,1624
0,132,7108,56,679,-514,0,0,0,1625
-60,60,7024,130,656,-531,0,0,0,1626
-44,72,7128,47,662,-463,0,0,0,1627
-64,28,7212,81,644,-486,0,0,0,1628
-60,96,7148,94,626,-557,0,0,0,1629
-36,120,7056,80,651,-541,0,0,0,1630
-40,124,7116,106,717,-501,0,0,0,1631
-28,128,7088,64,660,-571,0,0,0,1632
-12,140,7176,99,674,-484,0,0,0,1633
-44,100,7188,90,670,-518,0,0,0,1634
-32,76,7168,73,705,-491,0,0,0,1635
-28,68,7148,120,663,-537,0,0,0,1636
-32,56,7148,62,670,-564,0,0,0,1637
-52,44,7144,21,727,-536,0,0,0,1638
-28,76,7080,21,693,-499,0,0,0,1639
-4,68,7196,137,658,-504,0,0,0,1640
-52,140,7136,120,682,-516,0,0,0,1641
-24,104,7132,146,661,-513,0,0,0,1642
-72,112,7056,101,644,-534,0,0,0,1643
-72,116,7124,122,687,-538,0,0,0,1644
-80,96,7188,75,648,-471,0,0,0,1645
-80,132,7128,94,709,-453,0,0,0,1646
-44,156,7104,29,685,-513,0,0,0,1647
-80,168,7128,104,661,-511,0,0,0,1648
-96,156,7092,83,708,-552,0,0,0,1649
-92,92,7104,113,666,-509,0,0,0,1650
-44,120,7092,93,693,-496,0,0,0,1651
-100,140,7176,39,669,-555,0,0,0,1652
-28,108,7196,43,730,-563,0,0,0,1653
-40,88,7104,49,708,-524,0,0,0,1654
-64,100,7152,62,669,-520,0,0,0,1655
4,28,7068,38,659,-497,0,0,0,1656
-100,60,7084,93,672,-509,0,0,0,1657
-76,112,7060,52,672,-490,0,0,0,1658
-20,56,7048,102,724,-440,0,0,0,1659
-56,144,7104,45,649,-490,0,0,0,1660
-32,104,7144,111,718,-539,0,0,0,1661
-8,68,7124,101,682,-538,0,0,0,1662
-32,144,7116,104,703,-507,0,0,0,1663
-20,112,7128,128,695,-527,0,0,0,1664
-20,152,7052,79,701,-506,0,0,0,1665
-60,152,7144,111,670,-554,0,0,0,1666
-20,124,7040,117,691,-468,0,0,0,1667
-60,40,7156,75,700,-503,0,0,0,1668
-52,104,7112,28,727,-547,0,0,0,1669
-68,148,7084,63,693,-503,0,0,0,1670
-68,120,7132,71,710,-524,0,0,0,1671
-12,108,7088,91,713,-516,0,0,0,1672
-40,76,7044,80,686,-546,0,0,0,1673
-48,56,7168,97,650,-476,0,0,0,1674
-56,72,7172,92,684,-537,0,0,0,1675
-76,80,7124,54,736,-422,0,0,0,1676
-48,112,7092,35,660,-484,0,0,0,1677
-96,104,7204,37,660,-515,0,0,0,1678
-60,136,7148,77,725,-532,0,0,0,1679
-96,68,7112,-19,644,-519,0,0,0,1680
-60,100,7124,83,664,-478,0,0,0,1681
-32,144,7108,45,682,-531,0,0,0,1682
-80,72,7192,31,665,-514,0,0,0,1683
-36,88,7060,90,646,-484,0,0,0,1684
-40,68,7124,64,626,-529,0,0,0,1685
-44,88,7140,97,675,-479,0,0,0,1686
-16,20,7140,92,696,-536,0,0,0,1687
-52,28,7112,92,644,-545,0,0,0,1688
-56,80,7100,80,699,-524,0,0,0,1689
-20,112,7120,75,671,-446,0,0,0,1690
-60,100,7076,63,665,-513,0,0,0,1691
-24,140,7148,109,695,-513,0,0,0,1692
-108,56,7108,54,692,-491,0,0,0,1693
-48,128,7240,27,726,-486,0,0,0,1694
-4,88,7104,100,641,-501,0,0,0,1695
0,40,7148,1,696,-536,0,0,0,1696
-48,80,7100,94,662,-474,0,0,0,1697
24,72,7224,119,661,-537,0,0,0,1698
16,116,7136,87,670,-488,0,0,0,1699
-16,116,7116,56,652,-501,0,0,0,1700
-76,104,7128,75,680,-511,0,0,0,1701
-72,48,7164,117,686,-506,0,0,0,1702
-40,128,7124,51,707,-554,0,0,0,1703
-60,108,7160,52,658,-541,0,0,0,1704
-88,96,7140,59,671,-486,0,0,0,1705
-88,76,7136,90,656,-505,0,0,0,1706
-76,136,7092,54,654,-530,0,0,0,1707
-56,168,7088,84,712,-463,0,0,0,1708
-60,52,7112,84,658,-477,0,0,0,1709
-68,92,7184,99,682,-500,0,0,0,1710
-52,104,7188,85,654,-486,0,0,0,1711
-44,64,7148,85,684,-455,0,0,0,1712
-36,124,7144,73,639,-545,0,0,0,1713
-104,88,7080,25,608,-518,0,0,0,1714
-12,120,7172,111,717,-549,0,0,0,1715
-28,160,7144,52,685,-516,0,0,0,1716
-40,112,7136,35,689,-544,0,0,0,1717
0,64,7156,72,693,-514,0,0,0,1718
-72,40,7080,80,656,-491,0,0,0,1719
-44,84,7116,81,685,-527,0,0,0,1720
-68,32,7036,90,658,-510,0,0,0,1721
4,92,7112,64,672,-488,0,0,0,1722
-92,120,7128,59,638,-513,0,0,0,1723
-20,76,7100,59,699,-507,0,0,0,1724
-100,72,7172,87,719,-498,0,0,0,1725
-56,100,7068,82,738,-548,0,0,0,1726
-48,76,7088,54,705,-521,0,0,0,1727
-72,56,7124,108,615,-552,0,0,0,1728
-76,88,7240,63,693,-562,0,0,0,1729
8,96,7112,101,698,-503,0,0,0,1730
-72,120,7096,64,672,-505,0,0,0,1731
-48,100,7088,68,665,-490,0,0,0,1732
-28,136,7152,71,714,-573,0,0,0,1733
20,108,7080,17,698,-501,0,0,0,1734
-60,80,7116,24,687,-493,0,0,0,1735
-52,84,7156,31,678,-493,0,0,0,1736
-52,44,7164,28,696,-467,0,0,0,1737
-96,104,7048,63,680,-488,0,0,0,1738
-88,52,7104,55,717,-475,0,0,0,1739
-56,84,7116,58,699,-488,0,0,0,1740
-68,84,7084,80,647,-481,0,0,0,1741
-64,108,7120,59,638,-511,0,0,0,1742
-36,124,7108,117,646,-528,0,0,0,1743
-32,104,7064,-24,725,-539,0,0,0,1744
-60,52,7076,78,668,-578,0,0,0,1745
-52,108,7144,116,685,-527,0,0,0,1746
-76,84,7116,80,656,-493,0,0,0,1747
-52,92,7100,87,671,-513,0,0,0,1748
16,76,7164,56,691,-562,0,0,0,1749
-40,112,7040,61,641,-528,0,0,0,1750
-52,44,7088,70,637,-509,0,0,0,1751
-64,92,7140,44,690,-497,0,0,0,1752
20,108,7116,96,698,-514,0,0,0,1753
-28,92,7152,63,657,-560,0,0,0,1754
-16,44,7164,98,647,-540,0,0,0,1755
-100,56,7124,56,659,-542,0,0,0,1756
-56,88,7096,128,697,-545,0,0,0,1757
4,100,7164,41,671,-524,0,0,0,1758
-60,100,7064,103,640,-477,0,0,0,1759
-64,76,7096,79,630,-555,0,0,0,1760
-8,120,7124,80,677,-507,0,0,0,1761
-80,124,7136,71,717,-481,0,0,0,1762
-44,108,7148,66,611,-543,0,0,0,1763
-20,128,7092,73,729,-503,0,0,0,1764
-36,124,7080,63,693,-540,0,0,0,1765
-76,124,7124,104,630,-519,0,0,0,1766
-32,124,7172,53,673,-584,0,0,0,1767
-24,112,7200,41,706,-477,0,0,0,1768
-72,100,7184,28,710,-527,0,0,0,1769
-32,116,7204,84,729,-523,0,0,0,1770
-24,120,7116,95,665,-519,0,0,0,1771
-64,92,7096,74,675,-527,0,0,0,1772
-72,88,7124,85,668,-562,0,0,0,1773
0,132,7084,61,677,-524,0,0,0,1774
-20,88,7168,128,700,-538,0,0,0,1775
-64,64,7188,85,696,-510,0,0,0,1776
-100,76,7140,81,597,-470,0,0,0,1777
-36,52,7000,54,722,-489,0,0,0,1778
-12,104,7064,110,684,-524,0,0,0,1779
-56,92,7240,60,713,-470,0,0,0,1780
8,116,7132,78,662,-543,0,0,0,1781
-72,96,7176,38,699,-532,0,0,0,1782
-68,92,7176,69,633,-580,0,0,0,1783
32,28,7144,77,721,-526,0,0,0,1784
-12,84,7060,59,686,-546,0,0,0,1785
-32,152,7052,70,664,-494,0,0,0,1786
-52,124,7172,130,640,-548,0,0,0,1787
-12,116,7208,63,701,-541,0,0,0,1788
-56,108,7188,54,679,-533,0,0,0,1789
-64,36,7148,16,712,-531,0,0,0,1790
-88,28,7128,97,653,-491,0,0,0,1791
-40,124,7088,92,701,-488,0,0,0,1792
-48,92,7120,75,677,-515,0,0,0,1793
-104,96,7140,137,708,-545,0,0,0,1794
-52,156,7156,132,706,-491,0,0,0,1795
-80,116,7140,77,673,-529,0,0,0,1796
-56,152,7100,80,673,-527,0,0,0,1797
-76,96,7136,68,663,-540,0,0,0,1798
-52,116,7120,97,669,-487,0,0,0,1799
-68,84,7144,104,672,-508,0,0,0,1800
8,96,7104,87,672,-525,0,0,0,1801
-36,128,7040,22,723,-490,0,0,0,1802
-44,120,7124,18,706,-522,0,0,0,1803
-84,140,7228,71,717,-522,0,0,0,1804
-4,100,7156,78,687,-521,0,0,0,1805
-40,132,7128,71,640,-500,0,0,0,1806
-32,128,7108,122,677,-579,0,0,0,1807
-20,104,7116,94,678,-557,0,0,0,1808
-36,72,7108,74,731,-504,0,0,0,1809
-56,92,7152,78,665,-508,0,0,0,1810
-80,120,7084,68,658,-558,0,0,0,1811
-4,80,7140,109,686,-510,0,0,0,1812
-52,48,7224,87,686,-474,0,0,0,1813
-44,104,7120,65,627,-488,0,0,0,1814
-8,100,7172,57,715,-538,0,0,0,1815
-80,60,7176,90,702,-513,0,0,0,1816
4,108,7044,60,704,-516,0,0,0,1817
-36,76,7196,66,728,-501,0,0,0,1818
-52,112,7172,90,754,-557,0,0,0,1819
-76,96,7108,47,646,-506,0,0,0,1820
-80,120,7132,21,663,-529,0,0,0,1821
-12,112,7136,61,684,-533,0,0,0,1822
-124,120,7228,68,622,-553,0,0,0,1823
-72,124,7188,122,658,-533,0,0,0,1824
-76,120,7148,77,698,-507,0,0,0,1825
-80,88,7088,105,677,-518,0,0,0,1826
-108,120,7040,111,708,-538,0,0,0,1827
-72,140,7152,42,633,-511,0,0,0,1828
-64,92,7168,74,745,-540,0,0,0,1829
-44,104,7184,42,679,-515,0,0,0,1830
-68,88,7096,73,660,-590,0,0,0,1831
-24,64,7184,80,684,-501,0,0,0,1832
-52,76,7068,71,684,-525,0,0,0,1833
-32,72,7152,80,643,-405,0,0,0,1834
-32,80,7044,67,677,-524,0,0,0,1835
-60,84,7096,68,723,-557,0,0,0,1836
-100,84,6976,68,654,-565,0,0,0,1837
40,80,7140,50,686,-477,0,0,0,1838
-100,124,7144,105,712,-522,0,0,0,1839
-32,100,7152,75,645,-479,0,0,0,1840
-28,68,7168,69,660,-514,0,0,0,1841
-16,84,7124,97,688,-531,0,0,0,1842
-52,96,7076,8,679,-494,0,0,0,1843
4,88,7088,59,715,-517,0,0,0,1844
-12,84,7208,50,693,-502,0,0,0,1845
-28,104,7096,48,653,-522,0,0,0,1846
-28,100,7204,91,683,-550,0,0,0,1847
-48,68,7128,63,692,-557,0,0,0,1848
-52,40,7100,90,682,-548,0,0,0,1849
-92,104,7024,99,698,-529,0,0,0,1850
-40,44,7080,48,736,-484,0,0,0,1851
-36,116,7096,124,648,-518,0,0,0,1852
4,104,7068,63,706,-518,0,0,0,1853
-64,64,7080,76,677,-498,0,0,0,1854
-56,124,7076,47,641,-505,0,0,0,1855
-60,64,7172,89,691,-500,0,0,0,1856
-60,76,7048,113,698,-495,0,0,0,1857
-80,76,7112,69,709,-550,0,0,0,1858
-96,76,7108,80,660,-562,0,0,0,1859
-32,96,7092,120,693,-512,0,0,0,1860
-68,24,7112,56,672,-450,0,0,0,1861
-20,108,7200,118,691,-495,0,0,0,1862
-76,96,7184,107,691,-543,0,0,0,1863
4,52,7132,86,690,-514,0,0,0,1864
-56,96,7152,89,688,-529,0,0,0,1865
-48,72,7072,55,646,-507,0,0,0,1866
-44,132,7060,42,648,-517,0,0,0,1867
-36,112,7120,129,717,-523,0,0,0,1868
-4,128,7168,83,660,-541,0,0,0,1869
-60,116,7080,37,733,-435,0,0,0,1870
36,76,7092,74,720,-518,0,0,0,1871
-8,32,7148,60,680,-529,0,0,0,1872
-60,72,7192,41,682,-465,0,0,0,1873
-36,64,7164,96,701,-533,0,0,0,1874
-32,128,7148,120,656,-551,0,0,0,1875
-36,152,7100,32,686,-455,0,0,0,1876
-68,100,7108,112,734,-473,0,0,0,1877
-60,52,7096,30,641,-469,0,0,0,1878
-52,104,7172,91,689,-481,0,0,0,1879
-44,56,7136,52,682,-503,0,0,0,1880
-12,44,7032,47,656,-500,0,0,0,1881
-140,76,7184,65,696,-455,0,0,0,1882
-76,80,6988,71,677,-517,0,0,0,1883
-40,144,7060,115,681,-497,0,0,0,1884
-24,72,7164,97,634,-478,0,0,0,1885
-24,116,7072,49,692,-481,0,0,0,1886
-76,108,7080,71,653,-455,0,0,0,1887
-84,160,7112,56,677,-507,0,0,0,1888
-72,104,7176,126,644,-575,0,0,0,1889
-100,96,7128,99,660,-548,0,0,0,1890
-60,108,7108,59,693,-536,0,0,0,1891
-52,68,7192,88,689,-463,0,0,0,1892
12,36,7172,86,691,-458,0,0,0,1893
-64,100,7068,92,677,-462,0,0,0,1894
-40,84,7076,87,708,-477,0,0,0,1895
-16,112,7144,42,598,-471,0,0,0,1896
-84,100,7100,73,726,-496,0,0,0,1897
-72,128,7116,69,652,-501,0,0,0,1898
-12,56,7120,85,694,-545,0,0,0,1899
-68,28,7024,48,721,-486,0,0,0,1900
12,76,7084,63,684,-500,0,0,0,1901
-48,76,7080,105,651,-471,0,0,0,1902
-40,88,7100,58,649,-528,0,0,0,1903
-24,88,7128,69,664,-463,0,0,0,1904
-84,112,7096,154,612,-547,0,0,0,1905
0,88,7124,87,658,-484,0,0,0,1906
-48,164,7072,88,631,-530,0,0,0,1907
-68,84,7128,64,647,-578,0,0,0,1908
-60,88,7108,127,689,-480,0,0,0,1909
-48,108,7040,63,638,-533,0,0,0,1910
-88,64,7128,82,679,-540,0,0,0,1911
