accx,accy,accz,grox,groy,groz,magx,magy,magz,count
-32,84,7200,52,702,-494,0,0,0,2873
-40,96,7084,8,639,-474,0,0,0,2874
-60,76,7096,81,638,-447,0,0,0,2875
-32,120,7112,57,655,-467,0,0,0,2876
-8,48,7092,97,728,-505,0,0,0,2877
-64,112,7128,53,618,-496,0,0,0,2878
-40,92,7112,22,679,-525,0,0,0,2879
-20,88,6992,37,693,-485,0,0,0,2880
-36,36,7172,41,641,-570,0,0,0,2881
-20,64,7240,49,673,-543,0,0,0,2882
-64,104,7176,99,648,-530,0,0,0,2883
-16,156,7136,56,694,-510,0,0,0,2886
-52,100,7156,94,666,-525,0,0,0,2887
-48,88,7108,98,717,-473,0,0,0,2888
-28,88,7120,66,669,-526,0,0,0,2889
-84,156,7212,66,660,-507,0,0,0,2890
-88,108,7172,106,675,-487,0,0,0,2891
-88,60,7064,101,656,-486,0,0,0,2892
-40,88,7132,45,737,-499,0,0,0,2893
-60,88,7112,91,678,-526,0,0,0,2894
-92,96,7068,91,632,-495,0,0,0,2895
-96,104,7164,67,654,-504,0,0,0,2896
-88,84,7076,70,734,-502,0,0,0,2897
-100,104,7096,73,675,-556,0,0,0,2898
-12,84,7108,94,634,-560,0,0,0,2899
-44,96,7116,129,676,-527,0,0,0,2900
-64,60,7144,93,677,-542,0,0,0,2901
-24,88,7112,104,655,-495,0,0,0,2902
-52,64,7164,81,683,-502,0,0,0,2903
-44,52,7196,97,679,-552,0,0,0,2904
-4,44,7104,45,634,-502,0,0,0,2905
-16,80,7180,82,691,-503,0,0,0,2906
-24,104,7036,110,740,-524,0,0,0,2907
0,96,7064,100,681,-559,0,0,0,2908
-36,76,7184,70,639,-471,0,0,0,2909
-40,68,7188,85,699,-515,0,0,0,2910
4,104,7168,61,682,-533,0,0,0,2911
-8,104,7112,81,712,-483,0,0,0,2912
-4,52,7120,107,642,-482,0,0,0,2913
-16,104,7140,119,704,-519,0,0,0,2914
-28,100,6988,80,627,-526,0,0,0,2915
-56,72,7096,28,645,-482,0,0,0,2916
-64,140,7124,81,679,-528,0,0,0,2917
-72,64,7152,102,706,-491,0,0,0,2918
-28,132,7060,75,671,-529,0,0,0,2919
-64,76,7196,91,727,-507,0,0,0,2920
-60,76,7100,45,698,-543,0,0,0,2921
-60,84,7184,64,654,-540,0,0,0,2922
-72,160,7164,18,712,-501,0,0,0,2923
-28,96,7160,97,644,-499,0,0,0,2924
-88,72,7096,104,684,-505,0,0,0,2925
-48,116,7088,78,701,-500,0,0,0,2926
-12,152,7100,46,659,-510,0,0,0,2927
-32,120,7144,122,684,-542,0,0,0,2928
-40,76,7188,54,679,-496,0,0,0,2929
-4,96,7128,68,744,-520,0,0,0,2930
-32,100,7184,71,685,-538,0,0,0,2931
-24,92,7136,82,699,-576,0,0,0,2932
-40,68,7168,42,700,-543,0,0,0,2933
-64,84,7100,65,688,-472,0,0,0,2934
-68,64,7072,65,673,-493,0,0,0,2935
-20,104,7068,73,700,-510,0,0,0,2936
-88,100,7148,118,703,-488,0,0,0,2937
-80,76,7136,146,683,-470,0,0,0,2938
-32,100,7104,33,641,-533,0,0,0,2939
-76,88,7092,48,732,-457,0,0,0,2940
8,144,7056,39,618,-475,0,0,0,2941
-20,116,7124,67,712,-493,0,0,0,2942
-44,140,7192,92,679,-519,0,0,0,2943
-56,160,7080,59,691,-498,0,0,0,2944
-80,116,7128,85,678,-483,0,0,0,2945
-68,88,7128,123,698,-536,0,0,0,2946
-40,108,7132,64,701,-509,0,0,0,2947
-32,112,7100,94,723,-533,0,0,0,2948
8,88,7104,78,644,-559,0,0,0,2949
-72,80,7208,51,717,-494,0,0,0,2950
-52,116,7116,62,703,-528,0,0,0,2951
-12,92,7132,47,705,-458,0,0,0,2952
-52,96,7116,84,708,-477,0,0,0,2953
-32,84,7068,80,679,-486,0,0,0,2954
-76,76,7176,6,698,-492,0,0,0,2955
0,120,7144,50,700,-534,0,0,0,2956
-104,104,7156,49,657,-495,0,0,0,2957
-28,104,7140,61,665,-569,0,0,0,2958
-44,100,7084,62,672,-512,0,0,0,2959
-88,100,7164,90,662,-491,0,0,0,2960
20,92,7192,84,678,-512,0,0,0,2961
-40,168,7236,59,703,-515,0,0,0,2962
-16,140,7096,108,690,-521,0,0,0,2963
-40,88,7164,43,663,-495,0,0,0,2966
-84,68,7096,87,648,-470,0,0,0,2967
-28,116,7132,50,665,-492,0,0,0,2968
-68,92,7072,77,720,-535,0,0,0,2969
-52,104,7128,136,677,-498,0,0,0,2970
-84,84,7104,33,715,-465,0,0,0,2971
-52,76,7132,89,651,-486,0,0,0,2972
-28,104,7120,135,681,-528,0,0,0,2973
-12,144,7100,54,641,-503,0,0,0,2974
-68,88,7112,99,637,-511,0,0,0,2975
-44,76,7152,37,672,-514,0,0,0,2976
32,84,7148,47,690,-493,0,0,0,2977
-80,108,7036,69,667,-497,0,0,0,2978
-112,112,7076,81,663,-509,0,0,0,2979
-20,116,7132,60,684,-538,0,0,0,2980
-28,116,7148,15,680,-525,0,0,0,2981
-80,120,7172,75,743,-514,0,0,0,2982
-52,76,7132,97,645,-500,0,0,0,2983
-68,96,7172,94,711,-485,0,0,0,2984
-24,132,7064,82,666,-540,0,0,0,2985
-72,112,7180,79,672,-517,0,0,0,2986
-72,92,7168,116,735,-501,0,0,0,2987
-20,60,7164,130,679,-517,0,0,0,2988
-28,32,7224,92,660,-514,0,0,0,2989
-124,100,7172,108,698,-481,0,0,0,2990
-24,84,7236,92,648,-479,0,0,0,2991
-48,152,7120,61,646,-517,0,0,0,2992
-12,88,7132,70,669,-494,0,0,0,2993
-40,132,7068,63,750,-529,0,0,0,2994
-8,60,7160,52,646,-518,0,0,0,2995
-60,132,7212,94,698,-578,0,0,0,2996
-84,100,7072,122,668,-500,0,0,0,2997
-40,76,7120,49,648,-493,0,0,0,2998
-32,100,7072,78,644,-545,0,0,0,2999
-60,96,7104,62,648,-471,0,0,0,3000
-72,84,7084,63,727,-540,0,0,0,3001
12,72,7144,118,689,-429,0,0,0,3002
-16,168,7228,106,703,-470,0,0,0,3003
-28,96,7164,42,704,-558,0,0,0,3004
-52,64,7088,94,649,-548,0,0,0,3005
-44,68,7112,110,687,-573,0,0,0,3006
-28,96,7156,60,665,-518,0,0,0,3007
-68,4,7092,54,715,-510,0,0,0,3008
-60,180,7068,94,633,-448,0,0,0,3009
-12,100,7116,103,667,-540,0,0,0,3010
-64,68,7136,104,641,-568,0,0,0,3011
-80,88,7112,76,682,-545,0,0,0,3012
-40,104,7124,59,701,-484,0,0,0,3013
-96,96,7100,112,684,-490,0,0,0,3014
-120,104,7140,130,660,-505,0,0,0,3015
-36,148,7096,59,653,-490,0,0,0,3016
-64,92,7204,79,632,-550,0,0,0,3017
-32,108,7104,56,648,-481,0,0,0,3018
-48,68,7132,92,652,-574,0,0,0,3019
-60,116,7048,89,672,-545,0,0,0,3020
-48,76,7228,61,677,-548,0,0,0,3021
-8,56,7144,116,659,-541,0,0,0,3022
-24,128,7112,91,744,-531,0,0,0,3023
-32,60,7188,123,648,-535,0,0,0,3024
-32,120,7208,54,660,-508,0,0,0,3025
-24,92,7136,109,679,-551,0,0,0,3026
-36,80,7164,50,719,-513,0,0,0,3027
4,96,7108,97,698,-517,0,0,0,3028
36,68,7164,94,633,-545,0,0,0,3029
-64,40,7116,48,689,-502,0,0,0,3030
12,88,7132,115,675,-526,0,0,0,3031
-16,76,7084,116,656,-538,0,0,0,3034
-28,124,7152,76,652,-517,0,0,0,3035
-4,92,7104,92,711,-491,0,0,0,3036
-60,156,7128,45,674,-512,0,0,0,3037
-76,136,7084,86,646,-530,0,0,0,3038
-16,80,7104,120,682,-507,0,0,0,3039
-68,108,7112,94,635,-473,0,0,0,3040
-8,140,7080,104,659,-583,0,0,0,3041
-44,116,7092,81,671,-497,0,0,0,3042
-52,92,7140,136,696,-491,0,0,0,3043
-44,96,7176,39,651,-518,0,0,0,3044
-52,80,7164,70,703,-530,0,0,0,3045
-52,84,7120,124,693,-540,0,0,0,3046
-28,64,7036,7,624,-536,0,0,0,3047
-32,84,7092,87,661,-494,0,0,0,3048
12,40,7128,26,648,-476,0,0,0,3049
-32,104,7168,59,666,-526,0,0,0,3050
-8,108,7132,108,686,-449,0,0,0,3051
-44,36,7092,87,667,-514,0,0,0,3052
-28,100,7132,72,675,-498,0,0,0,3053
-56,108,7180,85,642,-467,0,0,0,3054
-8,68,7144,73,722,-512,0,0,0,3055
-36,40,7132,76,700,-465,0,0,0,3056
-36,96,7128,54,648,-588,0,0,0,3057
-44,64,7052,65,682,-516,0,0,0,3058
-40,112,7200,45,649,-524,0,0,0,3059
-36,128,7124,80,708,-520,0,0,0,3060
-44,76,7072,55,676,-496,0,0,0,3061
-76,108,7136,43,717,-530,0,0,0,3062
-52,72,7200,57,753,-541,0,0,0,3063
-52,92,7152,22,672,-552,0,0,0,3064
-84,128,7152,77,717,-495,0,0,0,3065
-88,132,7112,111,682,-494,0,0,0,3066
-44,120,7056,46,660,-493,0,0,0,3067
-76,112,7160,101,681,-602,0,0,0,3068
-92,136,7112,122,701,-543,0,0,0,3069
-60,60,7184,132,689,-503,0,0,0,3070
-12,108,7164,123,649,-525,0,0,0,3071
-72,88,7104,107,724,-491,0,0,0,3072
-16,104,7128,31,736,-510,0,0,0,3073
-52,116,7116,79,670,-505,0,0,0,3074
-32,84,7136,79,704,-540,0,0,0,3075
-104,124,7176,102,692,-468,0,0,0,3076
-52,108,7084,66,631,-469,0,0,0,3077
-28,56,7044,49,701,-474,0,0,0,3078
-40,120,7208,60,715,-500,0,0,0,3079
8,64,7116,71,730,-516,0,0,0,3080
-28,108,7120,66,700,-526,0,0,0,3081
20,56,7128,80,663,-520,0,0,0,3082
12,80,7160,39,671,-573,0,0,0,3083
-60,148,7104,104,715,-448,0,0,0,3084
-88,84,7172,99,669,-472,0,0,0,3085
-40,132,7112,67,667,-543,0,0,0,3086
-32,84,7096,80,725,-540,0,0,0,3087
-32,132,7116,112,663,-543,0,0,0,3088
-20,124,7196,102,672,-529,0,0,0,3089
-48,96,7132,82,688,-488,0,0,0,3090
32,120,7104,49,689,-550,0,0,0,3091
-32,12,7104,59,696,-538,0,0,0,3092
-28,120,7084,111,641,-493,0,0,0,3093
-20,108,7052,63,677,-490,0,0,0,3094
8,108,7160,43,678,-590,0,0,0,3095
-44,84,7184,99,686,-475,0,0,0,3096
-44,100,7128,81,715,-559,0,0,0,3097
-32,116,7184,37,709,-493,0,0,0,3098
-68,164,7092,102,658,-503,0,0,0,3099
-40,132,7088,87,711,-465,0,0,0,3100
-20,76,7180,111,682,-587,0,0,0,3101
-28,108,7072,50,699,-465,0,0,0,3102
-20,84,7160,124,711,-568,0,0,0,3103
-52,64,7036,94,679,-514,0,0,0,3104
-20,136,7200,57,734,-493,0,0,0,3105
-112,108,7204,36,757,-478,0,0,0,3106
-96,104,7152,32,677,-478,0,0,0,3107
-56,80,7084,47,717,-459,0,0,0,3108
-52,56,7132,104,663,-545,0,0,0,3109
-72,80,7188,93,720,-512,0,0,0,3110
-28,80,7096,61,739,-523,0,0,0,3113
-48,100,7076,78,651,-500,0,0,0,3114
-16,92,7108,111,696,-538,0,0,0,3115
-96,68,7180,71,638,-503,0,0,0,3116
-36,120,7104,118,668,-529,0,0,0,3117
-4,40,7040,113,669,-517,0,0,0,3118
-60,136,7140,111,668,-456,0,0,0,3119
-12,128,7124,53,704,-515,0,0,0,3120
-28,88,7116,76,707,-532,0,0,0,3121
-24,80,7172,105,679,-480,0,0,0,3122
8,100,7188,63,684,-484,0,0,0,3123
-36,144,7076,57,712,-593,0,0,0,3124
-60,132,7100,50,660,-473,0,0,0,3125
-32,160,7092,137,684,-517,0,0,0,3126
-64,84,7124,99,676,-510,0,0,0,3127
-44,108,7052,132,674,-489,0,0,0,3128
-32,84,7160,94,701,-463,0,0,0,3129
-40,52,7088,11,660,-496,0,0,0,3130
-4,104,7192,57,665,-461,0,0,0,3131
-20,116,7088,63,661,-485,0,0,0,3132
-24,116,7136,123,691,-512,0,0,0,3133
-20,104,7112,111,600,-486,0,0,0,3134
-16,160,7108,104,675,-500,0,0,0,3135
-96,104,7100,56,700,-490,0,0,0,3136
-52,100,7100,123,649,-530,0,0,0,3137
-36,76,7016,68,696,-498,0,0,0,3138
-40,120,7136,80,698,-519,0,0,0,3139
-72,108,7180,83,668,-550,0,0,0,3140
-32,84,7116,73,656,-507,0,0,0,3141
-8,68,7116,51,659,-490,0,0,0,3142
-44,56,7112,51,687,-526,0,0,0,3143
-44,204,7080,42,696,-493,0,0,0,3144
-32,140,7124,40,656,-541,0,0,0,3145
-12,116,7188,116,672,-529,0,0,0,3146
-28,88,7132,69,701,-467,0,0,0,3147
-56,112,7036,57,680,-505,0,0,0,3148
-40,100,7136,86,695,-556,0,0,0,3149
-48,68,7040,100,613,-523,0,0,0,3150
-56,68,7144,119,741,-464,0,0,0,3151
-80,128,7168,37,712,-555,0,0,0,3152
-8,112,7108,96,667,-508,0,0,0,3153
-72,72,7136,47,675,-491,0,0,0,3154
-44,96,7156,134,672,-508,0,0,0,3155
-12,72,7172,94,712,-511,0,0,0,3156
28,92,7152,90,732,-565,0,0,0,3157
-20,56,7092,80,643,-512,0,0,0,3158
-40,84,7040,92,630,-493,0,0,0,3159
-36,128,7156,69,690,-560,0,0,0,3160
-12,96,7136,104,683,-514,0,0,0,3161
-16,112,7184,64,622,-455,0,0,0,3162
-16,96,7104,53,697,-517,0,0,0,3163
-96,128,7144,37,696,-537,0,0,0,3164
-40,72,7104,66,731,-560,0,0,0,3165
-36,144,7120,45,668,-532,0,0,0,3166
-20,116,7100,111,665,-510,0,0,0,3167
-120,124,7148,79,708,-579,0,0,0,3168
-48,112,7152,43,740,-543,0,0,0,3169
-100,100,7080,118,710,-491,0,0,0,3170
-60,56,7192,106,705,-595,0,0,0,3171
-120,76,7116,42,652,-489,0,0,0,3172
-52,124,7192,66,679,-539,0,0,0,3173
-44,80,7132,81,675,-519,0,0,0,3174
-44,180,7080,132,692,-467,0,0,0,3175
-64,76,7176,30,678,-557,0,0,0,3176
-68,40,7108,80,708,-482,0,0,0,3177
-36,84,7220,76,707,-536,0,0,0,3178
-4,96,7020,39,622,-524,0,0,0,3179
-36,84,7096,54,657,-512,0,0,0,3180
-48,148,7140,33,729,-494,0,0,0,3181
-24,104,7160,122,672,-585,0,0,0,3182
-68,116,7172,40,634,-503,0,0,0,3183
0,52,7116,94,638,-543,0,0,0,3184
-88,68,7084,116,675,-569,0,0,0,3185
-12,76,7116,84,671,-465,0,0,0,3186
-92,72,7220,54,675,-522,0,0,0,3187
-40,76,7088,77,664,-508,0,0,0,3188
-28,88,7132,75,727,-510,0,0,0,3189
-44,68,7196,78,686,-552,0,0,0,3190
-68,144,7088,100,736,-552,0,0,0,3191
-8,92,7120,94,703,-503,0,0,0,3192
0,68,7132,64,730,-540,0,0,0,3193
-20,140,7156,71,693,-503,0,0,0,3194
-12,104,7148,40,691,-495,0,0,0,3195
-60,76,7060,132,670,-519,0,0,0,3196
-16,68,7088,92,656,-522,0,0,0,3197
-36,124,7156,76,625,-466,0,0,0,3198
-32,96,7160,93,658,-548,0,0,0,3199
-88,104,7132,68,677,-543,0,0,0,3200
-116,132,7168,60,705,-486,0,0,0,3201
-52,100,7104,80,694,-489,0,0,0,3202
-44,132,7168,56,729,-482,0,0,0,3203
-56,80,7212,111,601,-494,0,0,0,3204
-28,96,7156,129,716,-522,0,0,0,3205
-96,88,7120,107,668,-481,0,0,0,3206
-64,68,7180,-10,651,-535,0,0,0,3207
-128,100,7152,56,691,-557,0,0,0,3208
-92,72,7096,82,684,-527,0,0,0,3209
-80,112,7064,80,678,-509,0,0,0,3210
-84,120,7248,81,690,-552,0,0,0,3211
-36,124,7048,91,710,-474,0,0,0,3212
-32,76,7088,61,690,-498,0,0,0,3213
-40,96,7088,71,690,-423,0,0,0,3214
-40,96,7180,75,678,-493,0,0,0,3215
-28,104,7200,102,690,-524,0,0,0,3216
-8,156,7192,93,662,-555,0,0,0,3217
-12,88,7180,60,676,-469,0,0,0,3218
-12,112,7132,96,690,-541,0,0,0,3219
-72,112,7160,84,733,-466,0,0,0,3222
-92,116,7044,56,682,-452,0,0,0,3223
-12,88,7104,73,677,-481,0,0,0,3226
-52,132,7120,68,666,-470,0,0,0,3227
-28,148,7024,67,687,-497,0,0,0,3228
-28,80,7124,107,679,-517,0,0,0,3229
-76,92,7100,78,695,-472,0,0,0,3230
-64,96,7216,63,670,-508,0,0,0,3231
-68,168,7104,106,686,-513,0,0,0,3232
-80,96,7136,75,637,-519,0,0,0,3233
-52,152,7072,92,674,-526,0,0,0,3234
-16,108,7112,73,656,-449,0,0,0,3235
4,112,7028,73,682,-456,0,0,0,3236
-40,120,7132,67,703,-550,0,0,0,3237
-32,72,7264,67,733,-536,0,0,0,3238
-8,64,7148,59,718,-465,0,0,0,3239
-20,108,7108,64,636,-480,0,0,0,3240
-64,128,7104,25,669,-574,0,0,0,3241
-24,136,7208,44,724,-580,0,0,0,3242
-76,116,7036,123,667,-543,0,0,0,3243
-68,108,7112,52,671,-433,0,0,0,3244
-28,144,7072,64,642,-479,0,0,0,3245
-44,68,7108,77,692,-452,0,0,0,3246
-40,88,7084,91,765,-511,0,0,0,3247
-44,112,7096,61,644,-546,0,0,0,3248
-76,68,7168,49,658,-543,0,0,0,3249
-40,80,7072,54,710,-472,0,0,0,3250
-8,152,7080,97,688,-489,0,0,0,3251
-32,108,7204,83,718,-495,0,0,0,3252
-16,84,7128,113,715,-509,0,0,0,3253
-96,24,7276,49,717,-584,0,0,0,3254
-76,120,7128,45,622,-474,0,0,0,3255
-96,100,7144,65,684,-498,0,0,0,3256
0,128,7084,33,607,-509,0,0,0,3257
-60,152,7072,94,667,-508,0,0,0,3258
-52,68,7164,8,597,-547,0,0,0,3259
-40,148,7108,111,702,-477,0,0,0,3260
-4,128,7088,63,691,-479,0,0,0,3261
-48,76,7176,12,677,-479,0,0,0,3262
-28,96,7120,118,684,-532,0,0,0,3263
-36,124,7120,84,699,-543,0,0,0,3264
-48,32,7160,78,666,-552,0,0,0,3265
-92,92,7124,71,618,-541,0,0,0,3266
-64,120,7116,11,679,-507,0,0,0,3267
-68,132,7108,99,700,-512,0,0,0,3268
-4,128,7220,97,705,-554,0,0,0,3269
-80,76,7040,32,715,-517,0,0,0,3270
-76,144,7168,77,640,-555,0,0,0,3271
-24,88,7180,71,720,-544,0,0,0,3272
-100,144,7068,70,692,-498,0,0,0,3273
-16,124,7088,16,689,-548,0,0,0,3274
-52,44,7076,63,704,-512,0,0,0,3275
-12,124,7068,108,656,-482,0,0,0,3276
-36,132,7124,73,690,-496,0,0,0,3277
-80,52,7140,78,674,-479,0,0,0,3278
4,76,7096,49,671,-495,0,0,0,3279
-72,112,7116,76,648,-510,0,0,0,3280
-52,88,7200,78,693,-455,0,0,0,3281
-12,68,7152,86,690,-512,0,0,0,3282
-28,68,7168,107,677,-506,0,0,0,3283
-28,112,7100,57,738,-528,0,0,0,3284
-32,144,7144,87,693,-536,0,0,0,3285
12,44,7088,73,673,-497,0,0,0,3286
12,88,7152,97,696,-500,0,0,0,3287
-32,96,7120,66,743,-525,0,0,0,3288
-36,72,7136,97,689,-493,0,0,0,3289
-32,28,7216,72,684,-526,0,0,0,3290
-24,104,7204,59,660,-505,0,0,0,3291
-44,92,7084,61,626,-494,0,0,0,3292
-72,80,7104,99,660,-491,0,0,0,3293
-28,124,7056,105,647,-518,0,0,0,3294
-60,168,7152,46,727,-533,0,0,0,3295
-92,124,7172,68,696,-484,0,0,0,3296
-44,44,7092,76,667,-530,0,0,0,3297
-80,96,7088,83,696,-503,0,0,0,3298
-48,124,7132,76,661,-534,0,0,0,3299
-72,116,7116,91,670,-519,0,0,0,3300
-56,104,7148,100,662,-481,0,0,0,3301
-32,120,7172,61,703,-512,0,0,0,3302
-24,124,7116,62,753,-454,0,0,0,3303
-100,48,7024,80,639,-536,0,0,0,3304
8,116,7128,118,646,-474,0,0,0,3305
-64,100,7080,56,723,-509,0,0,0,3306
-36,72,7132,106,701,-559,0,0,0,3307
0,92,7080,48,671,-514,0,0,0,3308
0,80,7108,107,651,-527,0,0,0,3309
-24,44,7100,54,644,-541,0,0,0,3310
-32,108,7152,91,692,-543,0,0,0,3311
-84,88,7172,30,646,-491,0,0,0,3312
-52,144,7076,73,679,-526,0,0,0,3313
12,100,7168,83,665,-568,0,0,0,3314
-12,112,7200,45,672,-536,0,0,0,3315
-40,108,7112,90,630,-527,0,0,0,3316
-36,124,7208,85,662,-545,0,0,0,3317
-36,112,7156,51,646,-437,0,0,0,3318
-60,124,7120,85,650,-507,0,0,0,3319
-12,140,7164,67,631,-581,0,0,0,3320
-104,28,7116,106,689,-501,0,0,0,3321
-4,144,7204,106,717,-524,0,0,0,3322
-52,80,7088,157,686,-522,0,0,0,3323
-36,112,7100,92,696,-507,0,0,0,3324
-52,92,7172,78,656,-510,0,0,0,3325
-36,68,7072,35,679,-462,0,0,0,3326
-40,80,7096,24,679,-498,0,0,0,3327
-100,156,7120,68,624,-498,0,0,0,3328
-48,76,7152,76,660,-517,0,0,0,3329
-16,108,7116,96,649,-529,0,0,0,3330
-84,92,7148,97,655,-563,0,0,0,3331
-36,88,7160,66,676,-505,0,0,0,3332
-4,128,7184,47,655,-532,0,0,0,3333
-76,96,7108,111,686,-555,0,0,0,3334
-24,52,7152,61,701,-515,0,0,0,3335
-40,48,7060,87,638,-484,0,0,0,3336
-68,96,7104,101,667,-514,0,0,0,3337
-44,84,7080,65,666,-528,0,0,0,3338
-8,68,7120,35,674,-526,0,0,0,3339
12,120,7140,57,701,-493,0,0,0,3340
16,88,7064,45,651,-527,0,0,0,3341
-68,48,7120,106,673,-474,0,0,0,3342
-60,28,7140,66,726,-516,0,0,0,3343
-112,56,7036,106,658,-587,0,0,0,3344
-76,32,7072,111,686,-501,0,0,0,3345
-56,80,7112,118,670,-498,0,0,0,3346
-60,68,7100,70,651,-460,0,0,0,3347
-76,108,7116,66,651,-505,0,0,0,3348
-84,136,7084,92,684,-536,0,0,0,3349
-4,184,7176,75,670,-546,0,0,0,3350
32,108,7104,73,709,-503,0,0,0,3351
28,168,7160,116,697,-514,0,0,0,3352
-56,124,7180,97,713,-529,0,0,0,3353
-68,180,7136,50,646,-478,0,0,0,3354
-20,160,7144,90,712,-489,0,0,0,3355
-84,108,7140,121,663,-515,0,0,0,3356
-32,84,7168,113,668,-490,0,0,0,3357
-56,36,7156,46,665,-549,0,0,0,3358
-84,52,7160,34,700,-540,0,0,0,3359
-76,36,7128,66,682,-477,0,0,0,3360
-72,84,7132,62,689,-566,0,0,0,3361
-12,88,7116,70,675,-507,0,0,0,3362
-60,100,7124,61,684,-508,0,0,0,3363
-40,56,7080,108,661,-469,0,0,0,3364
-92,68,7076,79,677,-493,0,0,0,3365
-28,92,7100,104,723,-538,0,0,0,3366
-40,80,7152,105,715,-465,0,0,0,3367
-68,80,7252,-10,677,-488,0,0,0,3368
-44,116,7180,76,661,-550,0,0,0,3369
-96,132,7152,99,657,-493,0,0,0,3370
-52,140,7140,130,669,-507,0,0,0,3371
-36,108,7152,90,689,-488,0,0,0,3372
-32,124,7108,62,721,-462,0,0,0,3373
-8,100,7084,67,656,-490,0,0,0,3374
4,88,7108,59,684,-476,0,0,0,3375
8,92,7236,78,686,-501,0,0,0,3376
-68,88,7124,47,665,-505,0,0,0,3377
-68,72,7164,85,677,-519,0,0,0,3378
-56,48,7084,73,668,-535,0,0,0,3379
-8,108,7128,122,643,-486,0,0,0,3380
4,144,7160,77,670,-510,0,0,0,3381
-60,132,7168,94,741,-498,0,0,0,3382
-8,48,7188,63,684,-496,0,0,0,3383
-96,20,7040,97,688,-580,0,0,0,3384
-84,36,7060,87,710,-555,0,0,0,3385
-104,28,7172,124,689,-522,0,0,0,3386
-32,76,7228,47,686,-577,0,0,0,3387
-36,68,7152,90,671,-531,0,0,0,3388
0,100,7028,114,663,-536,0,0,0,3389
-64,132,7064,85,678,-542,0,0,0,3390
-52,136,7220,76,708,-496,0,0,0,3391
-56,184,7136,109,690,-518,0,0,0,3392
-36,156,7128,68,694,-531,0,0,0,3393
-68,160,7156,83,734,-571,0,0,0,3394
-36,192,7072,60,654,-565,0,0,0,3395
-60,84,7112,92,654,-526,0,0,0,3396
-164,88,7192,73,651,-516,0,0,0,3397
-60,88,7120,69,665,-532,0,0,0,3398
-44,88,7080,84,696,-449,0,0,0,3399
-40,40,7128,63,701,-508,0,0,0,3400
-48,-4,7104,87,707,-520,0,0,0,3401
-76,4,7048,85,660,-513,0,0,0,3402
-44,124,7112,87,704,-519,0,0,0,3403
-84,88,7220,92,673,-514,0,0,0,3404
-72,120,7128,88,682,-518,0,0,0,3405
-52,72,7028,67,685,-567,0,0,0,3406
0,80,7148,64,689,-512,0,0,0,3407
-28,100,7088,64,665,-470,0,0,0,3408
-48,76,7120,80,685,-517,0,0,0,3409
16,84,7184,135,663,-563,0,0,0,3410
-16,152,7164,124,709,-527,0,0,0,3411
-20,96,7140,110,662,-495,0,0,0,3412
-8,92,7116,68,709,-472,0,0,0,3413
-8,144,7104,67,703,-508,0,0,0,3414
-56,116,7144,79,715,-536,0,0,0,3415
-28,68,7160,80,683,-562,0,0,0,3416
-68,128,7160,42,682,-529,0,0,0,3417
-84,96,7120,66,680,-519,0,0,0,3418
-20,92,7112,66,644,-480,0,0,0,3419
-84,44,7128,73,703,-545,0,0,0,3420
-72,64,7064,120,677,-584,0,0,0,3421
-60,48,7092,85,630,-536,0,0,0,3422
-16,76,7100,66,698,-583,0,0,0,3423
-76,100,7088,28,720,-476,0,0,0,3424
-48,152,7120,91,709,-470,0,0,0,3425
-104,168,7064,56,675,-536,0,0,0,3426
-80,180,7168,45,666,-438,0,0,0,3427
-64,148,7124,103,663,-583,0,0,0,3428
-32,108,7168,91,722,-534,0,0,0,3429
-40,132,7192,54,707,-528,0,0,0,3430
-84,96,7084,47,676,-486,0,0,0,3431
-24,52,7172,98,679,-493,0,0,0,3432
-48,76,7156,121,677,-481,0,0,0,3433
-44,84,7076,35,698,-512,0,0,0,3434
4,40,7112,83,709,-538,0,0,0,3435
-48,64,7088,71,656,-499,0,0,0,3436
-48,28,7096,91,620,-517,0,0,0,3437
-48,72,7056,61,696,-494,0,0,0,3438
-40,56,7092,110,651,-523,0,0,0,3439
-4,108,7200,64,636,-515,0,0,0,3440
-52,20,7160,78,690,-496,0,0,0,3441
-36,44,7112,20,675,-442,0,0,0,3442
-16,104,7188,80,658,-506,0,0,0,3443
-12,108,7160,64,731,-565,0,0,0,3444
-28,76,7128,87,689,-589,0,0,0,3445
-56,120,7156,51,647,-519,0,0,0,3446
-96,104,7088,99,691,-493,0,0,0,3447
-16,96,7184,78,691,-514,0,0,0,3448
-52,136,7092,29,710,-522,0,0,0,3449
-52,120,7028,98,694,-529,0,0,0,3450
-44,128,7108,49,663,-495,0,0,0,3451
0,64,7112,109,701,-448,0,0,0,3452
-96,88,7088,119,682,-503,0,0,0,3453
-68,48,7120,91,615,-478,0,0,0,3454
-44,104,7116,37,678,-435,0,0,0,3455
-120,68,7068,77,707,-516,0,0,0,3456
-40,104,7108,45,686,-500,0,0,0,3457
-72,84,7188,107,663,-488,0,0,0,3458
-20,120,7092,23,694,-540,0,0,0,3459
-36,144,7092,45,677,-568,0,0,0,3460
-40,100,7180,72,703,-493,0,0,0,3461
-20,96,7068,70,703,-503,0,0,0,3462
-32,64,7116,47,689,-389,0,0,0,3463
-68,88,7216,87,677,-461,0,0,0,3464
8,96,7128,65,709,-488,0,0,0,3465
-40,84,7112,75,662,-547,0,0,0,3466
-56,168,7132,32,585,-562,0,0,0,3467
